cid,ts,acx,acy,acz,Date,Date Time,gyx,gyY,gyz,Time
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:24:16",-1,-1,-1,20:24:16
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:58:51",-1,-1,-1,20:58:51
c3,1.65332E+12,-1,-1,-1,5/23/2022,"05/23/2022, 20:58:51",-1,-1,-1,20:58:51
c3,1.65332E+12,-3264,6356,12048,5/23/2022,"05/23/2022, 20:58:51",-1648,-311,-182,20:58:51
c3,1.65332E+12,-3384,6396,11972,5/23/2022,"05/23/2022, 20:58:51",-1616,-339,-191,20:58:51
c3,1.65332E+12,-3384,6396,12132,5/23/2022,"05/23/2022, 20:58:51",-1616,-355,-159,20:58:51
c3,1.65332E+12,-3372,6364,11948,5/23/2022,"05/23/2022, 20:58:51",-1600,-316,-184,20:58:51
c3,1.65332E+12,-3328,6392,11896,5/23/2022,"05/23/2022, 20:58:51",-1616,-296,-149,20:58:51
c3,1.65332E+12,-3236,6392,12024,5/23/2022,"05/23/2022, 20:58:51",-1584,-317,-149,20:58:51
c3,1.65332E+12,-3372,6392,11864,5/23/2022,"05/23/2022, 20:58:51",-1600,-318,-162,20:58:51
c3,1.65332E+12,-3340,6272,11784,5/23/2022,"05/23/2022, 20:58:51",-1632,-343,-185,20:58:51
c3,1.65332E+12,-3492,6288,11848,5/23/2022,"05/23/2022, 20:58:51",-1600,-343,-175,20:58:51
c3,1.65332E+12,-3328,6344,11896,5/23/2022,"05/23/2022, 20:58:51",-1584,-313,-183,20:58:51
c3,1.65332E+12,-3436,6328,11908,5/23/2022,"05/23/2022, 20:58:51",-1520,-341,-173,20:58:51
c3,1.65332E+12,-3380,6432,11984,5/23/2022,"05/23/2022, 20:58:51",-1568,-326,-151,20:58:51
c3,1.65332E+12,-3464,6340,11944,5/23/2022,"05/23/2022, 20:58:51",-1568,-315,-165,20:58:51
c3,1.65332E+12,-3304,6432,12120,5/23/2022,"05/23/2022, 20:58:51",-1520,-345,-172,20:58:51
c3,1.65332E+12,-3508,6372,11944,5/23/2022,"05/23/2022, 20:58:51",-1552,-335,-170,20:58:51
c3,1.65332E+12,-3304,6348,11980,5/23/2022,"05/23/2022, 20:58:51",-1536,-352,-179,20:58:51
c3,1.65332E+12,-3312,6316,11840,5/23/2022,"05/23/2022, 20:58:51",-1584,-321,-165,20:58:51
c3,1.65332E+12,-3224,6240,11996,5/23/2022,"05/23/2022, 20:58:51",-1536,-311,-180,20:58:51
c3,1.65332E+12,-3332,6348,11756,5/23/2022,"05/23/2022, 20:58:51",-1520,-300,-144,20:58:51
c3,1.65332E+12,-3308,6340,11988,5/23/2022,"05/23/2022, 20:58:51",-1536,-354,-186,20:58:51
c3,1.65332E+12,-3260,6312,11900,5/23/2022,"05/23/2022, 20:58:51",-1504,-325,-183,20:58:51
c3,1.65332E+12,-3364,6336,12028,5/23/2022,"05/23/2022, 20:58:51",-1520,-344,-161,20:58:51
c3,1.65332E+12,-3360,6224,12036,5/23/2022,"05/23/2022, 20:58:51",-1504,-355,-168,20:58:51
c3,1.65332E+12,-3368,6336,11996,5/23/2022,"05/23/2022, 20:58:51",-1472,-334,-187,20:58:51
c3,1.65332E+12,-3300,6300,12072,5/23/2022,"05/23/2022, 20:58:51",-1504,-365,-174,20:58:51
c3,1.65332E+12,-3376,6156,11932,5/23/2022,"05/23/2022, 20:58:51",-1488,-344,-170,20:58:51
c3,1.65332E+12,-3252,6284,12052,5/23/2022,"05/23/2022, 20:58:51",-1472,-304,-165,20:58:51
c3,1.65332E+12,-3284,6288,12048,5/23/2022,"05/23/2022, 20:58:51",-1456,-346,-181,20:58:51
c3,1.65332E+12,-3232,6248,11852,5/23/2022,"05/23/2022, 20:58:51",-1504,-364,-188,20:58:51
c3,1.65332E+12,-3268,6180,12024,5/23/2022,"05/23/2022, 20:58:51",-1504,-327,-171,20:58:51
c3,1.65332E+12,-3252,6336,11832,5/23/2022,"05/23/2022, 20:58:51",-1472,-344,-153,20:58:51
c3,1.65332E+12,-3248,6268,12048,5/23/2022,"05/23/2022, 20:58:51",-1504,-300,-188,20:58:51
c3,1.65332E+12,-3100,6360,12116,5/23/2022,"05/23/2022, 20:58:51",-1472,-319,-171,20:58:51
c3,1.65332E+12,-3272,6196,12044,5/23/2022,"05/23/2022, 20:58:51",-1440,-352,-170,20:58:51
c3,1.65332E+12,-3256,6352,11940,5/23/2022,"05/23/2022, 20:58:51",-1456,-325,-166,20:58:51
c3,1.65332E+12,-3248,6260,11964,5/23/2022,"05/23/2022, 20:58:51",-1488,-333,-148,20:58:51
c3,1.65332E+12,-3184,6216,12136,5/23/2022,"05/23/2022, 20:58:51",-1472,-334,-167,20:58:51
c3,1.65332E+12,-3232,6256,11996,5/23/2022,"05/23/2022, 20:58:51",-1456,-348,-162,20:58:51
c3,1.65332E+12,-3284,6272,11952,5/23/2022,"05/23/2022, 20:58:51",-1456,-332,-164,20:58:51
c3,1.65332E+12,-3108,6248,12040,5/23/2022,"05/23/2022, 20:58:51",-1472,-316,-171,20:58:51
c3,1.65332E+12,-3292,6320,12084,5/23/2022,"05/23/2022, 20:58:51",-1456,-314,-165,20:58:51
c3,1.65332E+12,-3280,6276,12028,5/23/2022,"05/23/2022, 20:58:51",-1440,-342,-166,20:58:51
c3,1.65332E+12,-3260,6208,12076,5/23/2022,"05/23/2022, 20:58:51",-1440,-300,-191,20:58:51
c3,1.65332E+12,-3260,6248,12124,5/23/2022,"05/23/2022, 20:58:51",-1408,-313,-160,20:58:51
c3,1.65332E+12,-3300,6216,12076,5/23/2022,"05/23/2022, 20:58:51",-1456,-308,-152,20:58:51
c3,1.65332E+12,-3252,6268,11976,5/23/2022,"05/23/2022, 20:58:51",-1408,-356,-172,20:58:51
c3,1.65332E+12,-3288,6384,12116,5/23/2022,"05/23/2022, 20:58:51",-1408,-310,-168,20:58:51
c3,1.65332E+12,-3264,6224,11968,5/23/2022,"05/23/2022, 20:58:51",-1440,-318,-173,20:58:51
c3,1.65332E+12,-3144,6276,11972,5/23/2022,"05/23/2022, 20:58:51",-1424,-313,-173,20:58:51
c3,1.65332E+12,-3316,6300,12008,5/23/2022,"05/23/2022, 20:58:51",-1408,-329,-193,20:58:51
c3,1.65332E+12,-3312,6212,11912,5/23/2022,"05/23/2022, 20:58:51",-1408,-349,-188,20:58:51
c3,1.65332E+12,-3280,6316,12040,5/23/2022,"05/23/2022, 20:58:51",-1408,-334,-150,20:58:51
c3,1.65332E+12,-3288,6280,11876,5/23/2022,"05/23/2022, 20:58:51",-1392,-332,-166,20:58:51
c3,1.65332E+12,-3244,6172,11968,5/23/2022,"05/23/2022, 20:58:51",-1408,-320,-158,20:58:51
c3,1.65332E+12,-3240,6320,12024,5/23/2022,"05/23/2022, 20:58:51",-1440,-325,-170,20:58:51
c3,1.65332E+12,-3312,6316,12076,5/23/2022,"05/23/2022, 20:58:51",-1376,-319,-171,20:58:51
c3,1.65332E+12,-3184,6336,12100,5/23/2022,"05/23/2022, 20:58:51",-1408,-329,-179,20:58:51
c3,1.65332E+12,-3252,6240,12060,5/23/2022,"05/23/2022, 20:58:51",-1408,-323,-157,20:58:51
c3,1.65332E+12,-3168,6204,12144,5/23/2022,"05/23/2022, 20:58:51",-1376,-332,-153,20:58:51
c3,1.65332E+12,-3184,6232,11936,5/23/2022,"05/23/2022, 20:58:51",-1392,-341,-157,20:58:51
c3,1.65332E+12,-3168,6244,11876,5/23/2022,"05/23/2022, 20:58:51",-1392,-338,-159,20:58:51
c3,1.65332E+12,-3296,6228,12060,5/23/2022,"05/23/2022, 20:58:51",-1408,-334,-158,20:58:51
c3,1.65332E+12,-3160,6152,12112,5/23/2022,"05/23/2022, 20:58:51",-1408,-354,-159,20:58:51
c3,1.65332E+12,-3284,6244,11908,5/23/2022,"05/23/2022, 20:58:51",-1392,-309,-156,20:58:51
c3,1.65332E+12,-3332,6288,11952,5/23/2022,"05/23/2022, 20:58:51",-1376,-319,-152,20:58:51
c3,1.65332E+12,-3212,6268,12064,5/23/2022,"05/23/2022, 20:58:51",-1392,-320,-163,20:58:51
c3,1.65332E+12,-3220,6280,12092,5/23/2022,"05/23/2022, 20:58:51",-1376,-349,-153,20:58:51
c3,1.65332E+12,-3212,6240,11888,5/23/2022,"05/23/2022, 20:58:51",-1360,-346,-177,20:58:51
c3,1.65332E+12,-3124,6224,11904,5/23/2022,"05/23/2022, 20:58:51",-1392,-312,-166,20:58:51
c3,1.65332E+12,-3244,6248,12032,5/23/2022,"05/23/2022, 20:58:51",-1392,-332,-167,20:58:51
c3,1.65332E+12,-3264,6204,11864,5/23/2022,"05/23/2022, 20:58:51",-1408,-354,-160,20:58:51
c3,1.65332E+12,-3252,6312,11980,5/23/2022,"05/23/2022, 20:58:51",-1376,-304,-186,20:58:51
c3,1.65332E+12,-3204,6244,12044,5/23/2022,"05/23/2022, 20:58:51",-1408,-341,-165,20:58:51
c3,1.65332E+12,-3156,6204,11932,5/23/2022,"05/23/2022, 20:58:51",-1376,-334,-162,20:58:51
c3,1.65332E+12,-3196,6200,11932,5/23/2022,"05/23/2022, 20:58:51",-1376,-330,-153,20:58:51
c3,1.65332E+12,-3216,6240,12064,5/23/2022,"05/23/2022, 20:58:51",-1392,-342,-183,20:58:51
c3,1.65332E+12,-3176,6248,11920,5/23/2022,"05/23/2022, 20:58:51",-1360,-365,-190,20:58:51
c3,1.65332E+12,-3220,6200,12072,5/23/2022,"05/23/2022, 20:58:51",-1376,-332,-170,20:58:51
c3,1.65332E+12,-3180,6272,11964,5/23/2022,"05/23/2022, 20:58:51",-1328,-347,-164,20:58:51
c3,1.65332E+12,-3224,6212,11912,5/23/2022,"05/23/2022, 20:58:51",-1376,-304,-172,20:58:51
c3,1.65332E+12,-3200,6196,11872,5/23/2022,"05/23/2022, 20:58:51",-1344,-315,-164,20:58:51
c3,1.65332E+12,-3304,6240,12156,5/23/2022,"05/23/2022, 20:58:51",-1312,-187,-167,20:58:51
c3,1.65332E+12,-3232,6136,11944,5/23/2022,"05/23/2022, 20:58:51",-1360,-309,-158,20:58:51
c3,1.65332E+12,-3192,6208,12044,5/23/2022,"05/23/2022, 20:58:51",-1344,-306,-166,20:58:51
c3,1.65332E+12,-3240,6288,11988,5/23/2022,"05/23/2022, 20:58:51",-1360,-313,-155,20:58:51
c3,1.65332E+12,-3276,6116,12040,5/23/2022,"05/23/2022, 20:58:51",-1360,-320,-151,20:58:51
c3,1.65332E+12,-3244,6220,11972,5/23/2022,"05/23/2022, 20:58:51",-1344,-286,-183,20:58:51
c3,1.65332E+12,-3216,6232,12044,5/23/2022,"05/23/2022, 20:58:51",-1360,-300,-185,20:58:51
c3,1.65332E+12,-3296,6256,12068,5/23/2022,"05/23/2022, 20:58:51",-1344,-330,-152,20:58:51
c3,1.65332E+12,-3196,6284,12156,5/23/2022,"05/23/2022, 20:58:51",-1328,-310,-183,20:58:51
c3,1.65332E+12,-3236,6272,11964,5/23/2022,"05/23/2022, 20:58:51",-1344,-322,-178,20:58:51
c3,1.65332E+12,-3240,6324,12084,5/23/2022,"05/23/2022, 20:58:51",-1328,-309,-158,20:58:51
c3,1.65332E+12,-3240,6244,11956,5/23/2022,"05/23/2022, 20:58:51",-1344,-317,-161,20:58:51
c3,1.65332E+12,-3304,6212,11948,5/23/2022,"05/23/2022, 20:58:51",-1344,-339,-143,20:58:51
c3,1.65332E+12,-3232,6284,12036,5/23/2022,"05/23/2022, 20:58:51",-1296,-327,-187,20:58:51
c3,1.65332E+12,-3080,6268,12116,5/23/2022,"05/23/2022, 20:58:51",-1312,-328,-161,20:58:51
c3,1.65332E+12,-3292,6256,11896,5/23/2022,"05/23/2022, 20:58:51",-1360,-365,-173,20:58:51
c3,1.65332E+12,-3288,6176,11940,5/23/2022,"05/23/2022, 20:58:51",-1328,-345,-166,20:58:51
c3,1.65332E+12,-3220,6188,12028,5/23/2022,"05/23/2022, 20:58:51",-1328,-353,-146,20:58:51
c3,1.65332E+12,-3168,6208,11940,5/23/2022,"05/23/2022, 20:58:51",-1328,-313,-181,20:58:51
c3,1.65332E+12,-3260,6228,12044,5/23/2022,"05/23/2022, 20:58:51",-1312,-327,-185,20:58:51
c3,1.65332E+12,-3152,6244,11948,5/23/2022,"05/23/2022, 20:58:51",-1344,-323,-166,20:58:51
c3,1.65332E+12,-3180,6336,12096,5/23/2022,"05/23/2022, 20:58:51",-1296,-331,-156,20:58:51
c3,1.65332E+12,-3156,6248,11980,5/23/2022,"05/23/2022, 20:58:51",-1344,-342,-142,20:58:51
c3,1.65332E+12,-3212,6176,11984,5/23/2022,"05/23/2022, 20:58:51",-1344,-321,-160,20:58:51
c3,1.65332E+12,-3236,6252,12180,5/23/2022,"05/23/2022, 20:58:51",-1312,-327,-183,20:58:51
c3,1.65332E+12,-3248,6252,12072,5/23/2022,"05/23/2022, 20:58:51",-1344,-307,-173,20:58:51
c3,1.65332E+12,-3256,6276,12104,5/23/2022,"05/23/2022, 20:58:51",-1312,-316,-162,20:58:51
c3,1.65332E+12,-3276,6228,12028,5/23/2022,"05/23/2022, 20:58:51",-1344,-326,-162,20:58:51
c3,1.65332E+12,-3100,6260,12080,5/23/2022,"05/23/2022, 20:58:51",-1328,-365,-153,20:58:51
