ts,Date Time,Date,gyY,gyz,gyx,acx,acz,acy,Time,cid,type
1665813321822,"10/15/2022, 11:15:56",10/15/2022,-912,-2737,-1536,-15708,2308,312,11:15:56,CHL033,0
1665813323873,"10/15/2022, 11:15:56",10/15/2022,-2524,-6524,-1536,-13632,4348,468,11:15:56,CHL033,0
1665813326066,"10/15/2022, 11:15:56",10/15/2022,12164,4791,-1536,-13372,8988,1548,11:15:56,CHL033,0
1665813328351,"10/15/2022, 11:15:56",10/15/2022,3262,-10853,-1552,-15100,7092,1872,11:15:56,CHL033,0
1665813330393,"10/15/2022, 11:15:56",10/15/2022,5982,-12059,-1520,-15384,6196,4456,11:15:56,CHL033,0
1665813332441,"10/15/2022, 11:15:56",10/15/2022,-7151,4081,-1536,-16448,5276,1976,11:15:56,CHL033,0
1665813334500,"10/15/2022, 11:15:56",10/15/2022,2654,757,-1504,-12692,7816,40,11:15:56,CHL033,0
1665813336532,"10/15/2022, 11:15:56",10/15/2022,708,-1141,-1504,-12276,6740,1484,11:15:56,CHL033,0
1665813338631,"10/15/2022, 11:15:56",10/15/2022,16369,-3412,-1520,-12656,4384,-1852,11:15:56,CHL033,0
1665813340711,"10/15/2022, 11:15:56",10/15/2022,-2917,-20499,-1504,-12420,11872,8,11:15:56,CHL033,0
1665813342803,"10/15/2022, 11:15:56",10/15/2022,-832,-5782,-1504,-12596,8724,300,11:15:56,CHL033,0
1665813344822,"10/15/2022, 11:15:56",10/15/2022,-6501,20033,-1520,-12836,8664,4080,11:15:56,CHL033,0
1665813347082,"10/15/2022, 11:15:56",10/15/2022,-15802,6410,-1520,-12652,7872,-3964,11:15:56,CHL033,0
1665813349042,"10/15/2022, 11:15:56",10/15/2022,-7798,-5189,-1504,-12312,9188,40,11:15:56,CHL033,0
1665813351191,"10/15/2022, 11:15:56",10/15/2022,7288,11703,-1504,-15396,4804,2964,11:15:56,CHL033,0
1665813353294,"10/15/2022, 11:15:56",10/15/2022,2419,-15868,-1472,-9188,9148,-2136,11:15:56,CHL033,0
1665813355471,"10/15/2022, 11:15:56",10/15/2022,5158,-121,-1504,-12016,9356,-1564,11:15:56,CHL033,0
1665813357674,"10/15/2022, 11:15:56",10/15/2022,-11514,-5413,-1488,-17796,7292,5512,11:15:56,CHL033,0
1665813359702,"10/15/2022, 11:15:56",10/15/2022,-3824,-9383,-1488,-13628,10580,2356,11:15:56,CHL033,0
1665813361833,"10/15/2022, 11:15:56",10/15/2022,-13395,10165,-1472,-10844,9656,-860,11:15:56,CHL033,0
1665813363871,"10/15/2022, 11:15:56",10/15/2022,7578,6360,-1504,-11460,6980,4052,11:15:56,CHL033,0
1665813365904,"10/15/2022, 11:15:56",10/15/2022,2584,19884,-1440,-9336,10700,-1436,11:15:56,CHL033,0
1665813367939,"10/15/2022, 11:15:56",10/15/2022,-164,1076,-1472,-12016,8776,3204,11:15:56,CHL033,0
1665813369949,"10/15/2022, 11:15:56",10/15/2022,15655,-6427,-1504,-12492,11100,376,11:15:56,CHL033,0
1665813371982,"10/15/2022, 11:15:56",10/15/2022,-771,-465,-1488,-14784,1484,5892,11:15:56,CHL033,0
1665813374032,"10/15/2022, 11:15:56",10/15/2022,-406,-298,-1488,-14576,2196,6064,11:15:56,CHL033,0
1665813376081,"10/15/2022, 11:15:56",10/15/2022,-554,-517,-1456,-14520,2240,5976,11:15:56,CHL033,0
1665813378293,"10/15/2022, 11:15:56",10/15/2022,-413,-199,-1440,-14328,1148,6148,11:15:56,CHL033,0
1665813766342,"10/15/2022, 11:15:56",10/15/2022,-662,-383,-1168,-2084,9528,12148,11:15:56,CHL040,1
1665813768462,"10/15/2022, 11:15:56",10/15/2022,-598,-185,-1152,-2048,10112,11896,11:15:56,CHL040,1
1665813770423,"10/15/2022, 11:15:56",10/15/2022,-601,-179,-1120,-684,10996,11196,11:15:56,CHL040,1
1665813772575,"10/15/2022, 11:15:56",10/15/2022,2616,-6247,-1120,-2616,10184,12368,11:15:56,CHL040,1
1665813774802,"10/15/2022, 11:15:56",10/15/2022,-26486,22757,-1104,10392,11016,-11236,11:15:56,CHL040,1
1665813776853,"10/15/2022, 11:15:56",10/15/2022,-26784,32767,-1168,14484,-3800,-7888,11:15:56,CHL040,1
1665813778822,"10/15/2022, 11:15:56",10/15/2022,-21799,32767,-1120,14620,548,-17056,11:15:56,CHL040,1
1665813780911,"10/15/2022, 11:15:56",10/15/2022,26622,7170,-1136,2908,-16648,15512,11:15:56,CHL040,1
1665813782923,"10/15/2022, 11:15:56",10/15/2022,-5318,-9164,-1120,-32768,32767,-20448,11:15:56,CHL040,1
1665813785039,"10/15/2022, 11:15:56",10/15/2022,7131,-13603,-1120,-28916,32767,-11788,11:15:56,CHL040,1
1665813787072,"10/15/2022, 11:15:56",10/15/2022,-32768,-7462,-1104,-2140,-32768,24016,11:15:56,CHL040,1
1665813789073,"10/15/2022, 11:15:56",10/15/2022,-32768,-32768,-1120,16480,-1224,-1136,11:15:56,CHL040,1
1665813791221,"10/15/2022, 11:15:56",10/15/2022,-7535,-32768,-1120,-4192,17780,-6740,11:15:56,CHL040,1
1665813793352,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-1136,-9312,-1248,6068,11:15:56,CHL040,1
1665813795366,"10/15/2022, 11:15:56",10/15/2022,32767,17694,-1120,-10832,-1236,-18524,11:15:56,CHL040,1
1665813797365,"10/15/2022, 11:15:56",10/15/2022,-32768,-16309,-1088,10564,-20976,13404,11:15:56,CHL040,1
1665813799403,"10/15/2022, 11:15:56",10/15/2022,27262,-6490,-1088,11176,-13268,388,11:15:56,CHL040,1
1665813801513,"10/15/2022, 11:15:56",10/15/2022,-32342,11012,-1088,20384,17964,-7560,11:15:56,CHL040,1
1665813803572,"10/15/2022, 11:15:56",10/15/2022,20856,-21644,-1088,-7232,-16644,656,11:15:56,CHL040,1
1665813805554,"10/15/2022, 11:15:56",10/15/2022,-12095,-32768,-1120,-9152,-4788,-4232,11:15:56,CHL040,1
1665813807603,"10/15/2022, 11:15:56",10/15/2022,-32768,-32768,-1088,-8216,852,4192,11:15:56,CHL040,1
1665813809882,"10/15/2022, 11:15:56",10/15/2022,32767,32767,-1072,-15544,14568,13468,11:15:56,CHL040,1
1665813812100,"10/15/2022, 11:15:56",10/15/2022,-1912,-32768,-1104,-7136,5172,9804,11:15:56,CHL040,1
1665813814172,"10/15/2022, 11:15:56",10/15/2022,1969,3227,-1088,-8928,-2764,-16700,11:15:56,CHL040,1
1665813816357,"10/15/2022, 11:15:56",10/15/2022,-586,-587,-1040,-12720,1888,-9424,11:15:56,CHL040,1
1665813818655,"10/15/2022, 11:15:56",10/15/2022,-516,-169,-1056,-12768,1792,-9080,11:15:56,CHL040,1
1665813820622,"10/15/2022, 11:15:56",10/15/2022,-574,-423,-1056,-13476,1772,-7768,11:15:56,CHL040,1
1665813822660,"10/15/2022, 11:15:56",10/15/2022,-369,-266,-1056,-13352,2492,-8188,11:15:56,CHL040,1
1665813013380,"10/15/2022, 11:15:56",10/15/2022,-94,-51,-2048,-14700,5416,-1572,11:15:56,CHL029,0
1665813015422,"10/15/2022, 11:15:56",10/15/2022,-3105,804,-2000,-14008,6900,-2132,11:15:56,CHL029,0
1665813017602,"10/15/2022, 11:15:56",10/15/2022,-558,-426,-1968,-14868,5224,-1492,11:15:56,CHL029,0
1665813019630,"10/15/2022, 11:15:56",10/15/2022,-410,-93,-2032,-14748,5260,-1552,11:15:56,CHL029,0
1665813021781,"10/15/2022, 11:15:56",10/15/2022,-338,-319,-2000,-14872,5004,-1516,11:15:56,CHL029,0
1665813023932,"10/15/2022, 11:15:56",10/15/2022,-372,-36,-2000,-14864,5272,-1256,11:15:56,CHL029,0
1665813026102,"10/15/2022, 11:15:56",10/15/2022,2271,1833,-1968,-14516,4204,-1552,11:15:56,CHL029,0
1665813028132,"10/15/2022, 11:15:56",10/15/2022,116,-1799,-2016,-13140,7888,-2732,11:15:56,CHL029,0
1665813030171,"10/15/2022, 11:15:56",10/15/2022,2166,8795,-1952,-13168,6096,-100,11:15:56,CHL029,0
1665813032422,"10/15/2022, 11:15:56",10/15/2022,-11425,4457,-2000,-10008,8700,-1392,11:15:56,CHL029,0
1665813034422,"10/15/2022, 11:15:56",10/15/2022,13937,4124,-1984,-15324,3484,-1184,11:15:56,CHL029,0
1665813036560,"10/15/2022, 11:15:56",10/15/2022,11363,-2452,-1968,-10816,9192,-1972,11:15:56,CHL029,0
1665813038764,"10/15/2022, 11:15:56",10/15/2022,-7476,-11953,-1984,-15172,8496,36,11:15:56,CHL029,0
1665813040801,"10/15/2022, 11:15:56",10/15/2022,-11190,11378,-1968,-14600,10136,1864,11:15:56,CHL029,0
1665813042888,"10/15/2022, 11:15:56",10/15/2022,12172,5620,-1984,-12924,9540,-3336,11:15:56,CHL029,0
1665813044911,"10/15/2022, 11:15:56",10/15/2022,10945,-2584,-1968,-9084,12564,524,11:15:56,CHL029,0
1665813047052,"10/15/2022, 11:15:56",10/15/2022,7601,-14202,-1984,-8340,11172,-1740,11:15:56,CHL029,0
1665813049312,"10/15/2022, 11:15:56",10/15/2022,8806,2532,-1968,-14156,10792,-160,11:15:56,CHL029,0
1665813051351,"10/15/2022, 11:15:56",10/15/2022,5146,-11056,-1936,-11728,9052,-720,11:15:56,CHL029,0
1665813053309,"10/15/2022, 11:15:56",10/15/2022,-9783,7040,-1952,-11840,8580,-3556,11:15:56,CHL029,0
1665813055484,"10/15/2022, 11:15:56",10/15/2022,3493,23396,-1936,-6848,8168,-3456,11:15:56,CHL029,0
1665813057521,"10/15/2022, 11:15:56",10/15/2022,11426,2958,-1936,-13532,12268,-2892,11:15:56,CHL029,0
1665813059681,"10/15/2022, 11:15:56",10/15/2022,2296,-2592,-1952,-6012,13620,-1464,11:15:56,CHL029,0
1665813061781,"10/15/2022, 11:15:56",10/15/2022,13398,2221,-1936,-11260,10580,-3024,11:15:56,CHL029,0
1665813063938,"10/15/2022, 11:15:56",10/15/2022,2951,-11839,-1920,-12304,7728,-1456,11:15:56,CHL029,0
1665813065992,"10/15/2022, 11:15:56",10/15/2022,-15793,3795,-1904,-10904,9508,1028,11:15:56,CHL029,0
1665813067991,"10/15/2022, 11:15:56",10/15/2022,-7672,-1738,-1888,-16484,5256,3704,11:15:56,CHL029,0
1665813070021,"10/15/2022, 11:15:56",10/15/2022,6011,3042,-1888,-13264,10236,2020,11:15:56,CHL029,0
1665813072073,"10/15/2022, 11:15:56",10/15/2022,1481,-12071,-1952,-4924,3944,-492,11:15:56,CHL029,0
1665813074193,"10/15/2022, 11:15:56",10/15/2022,-2315,-833,-1888,-16000,-1288,5996,11:15:56,CHL029,0
1665813076142,"10/15/2022, 11:15:56",10/15/2022,-457,-406,-1872,-15744,1440,2364,11:15:56,CHL029,0
1665813078231,"10/15/2022, 11:15:56",10/15/2022,-448,-300,-1904,-15548,2028,2992,11:15:56,CHL029,0
1665813080252,"10/15/2022, 11:15:56",10/15/2022,-403,-252,-1872,-15536,2292,2908,11:15:56,CHL029,0
1665813082311,"10/15/2022, 11:15:56",10/15/2022,-717,719,-1856,-15208,1452,3548,11:15:56,CHL029,0
1665813084412,"10/15/2022, 11:15:56",10/15/2022,18,213,-1888,-15264,804,3504,11:15:56,CHL029,0
1665813824692,"10/15/2022, 11:15:56",10/15/2022,-431,-88,-1024,-13596,2636,-7864,11:15:56,CHL041,1
1665813826761,"10/15/2022, 11:15:56",10/15/2022,-441,403,-1056,-13692,2640,-8032,11:15:56,CHL041,1
1665813828829,"10/15/2022, 11:15:56",10/15/2022,-439,-1000,-1040,-13640,2548,-7788,11:15:56,CHL041,1
1665813830845,"10/15/2022, 11:15:56",10/15/2022,32767,-25325,-1040,10012,30924,27412,11:15:56,CHL041,1
1665813833090,"10/15/2022, 11:15:56",10/15/2022,32767,19342,-1024,5452,32767,23820,11:15:56,CHL041,1
1665813835212,"10/15/2022, 11:15:56",10/15/2022,-18533,-32768,-1024,6980,9352,9088,11:15:56,CHL041,1
1665813837282,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1040,25876,32767,24220,11:15:56,CHL041,1
1665813839266,"10/15/2022, 11:15:56",10/15/2022,19073,-32768,-1040,-856,7864,22384,11:15:56,CHL041,1
1665813841334,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-1024,10820,10692,5308,11:15:56,CHL041,1
1665813843522,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1024,14024,18532,26348,11:15:56,CHL041,1
1665813845704,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-1008,20392,11880,18540,11:15:56,CHL041,1
1665813847738,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-992,19192,32767,15016,11:15:56,CHL041,1
1665813849903,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-1008,14680,7720,11760,11:15:56,CHL041,1
1665813851942,"10/15/2022, 11:15:56",10/15/2022,32767,8736,-1008,-4836,24736,18260,11:15:56,CHL041,1
1665813853973,"10/15/2022, 11:15:56",10/15/2022,2092,-32768,-976,14616,6456,17536,11:15:56,CHL041,1
1665813856071,"10/15/2022, 11:15:56",10/15/2022,-32768,-32768,-976,15660,9716,11972,11:15:56,CHL041,1
1665813858271,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-976,10420,26876,12108,11:15:56,CHL041,1
1665813860423,"10/15/2022, 11:15:56",10/15/2022,32767,-29470,-992,8012,12600,30808,11:15:56,CHL041,1
1665813862586,"10/15/2022, 11:15:56",10/15/2022,-23179,-32768,-928,14616,12784,11600,11:15:56,CHL041,1
1665813864641,"10/15/2022, 11:15:56",10/15/2022,32767,11614,-944,2296,32767,13700,11:15:56,CHL041,1
1665813866691,"10/15/2022, 11:15:56",10/15/2022,-32768,3480,-928,16244,12544,16048,11:15:56,CHL041,1
1665813868811,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-928,15768,18332,22912,11:15:56,CHL041,1
1665813870851,"10/15/2022, 11:15:56",10/15/2022,900,26375,-944,9424,13684,7348,11:15:56,CHL041,1
1665813872935,"10/15/2022, 11:15:56",10/15/2022,32767,-16822,-896,-1160,24872,32120,11:15:56,CHL041,1
1665813875140,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-912,8336,12024,14572,11:15:56,CHL041,1
1665813877309,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-928,12608,13448,-636,11:15:56,CHL041,1
1665813879461,"10/15/2022, 11:15:56",10/15/2022,-32768,20546,-880,15936,11900,6784,11:15:56,CHL041,1
1665813881658,"10/15/2022, 11:15:56",10/15/2022,-2207,-2364,-896,-7084,-9316,11944,11:15:56,CHL041,1
1665813883681,"10/15/2022, 11:15:56",10/15/2022,-718,-379,-880,-8272,-5860,13164,11:15:56,CHL041,1
1665813885721,"10/15/2022, 11:15:56",10/15/2022,160,821,-880,-9312,-6572,12536,11:15:56,CHL041,1
1665813887810,"10/15/2022, 11:15:56",10/15/2022,-549,-15,-864,-9124,-5856,12556,11:15:56,CHL041,1
1665813707632,"10/15/2022, 11:15:56",10/15/2022,-365,-356,-1200,-4276,10108,11460,11:15:56,CHL039,1
1665813710022,"10/15/2022, 11:15:56",10/15/2022,-473,-344,-1232,-4144,10296,11228,11:15:56,CHL039,1
1665813711990,"10/15/2022, 11:15:56",10/15/2022,-698,-435,-1168,-3676,10864,10768,11:15:56,CHL039,1
1665813714001,"10/15/2022, 11:15:56",10/15/2022,1076,2324,-1216,-3964,10464,11356,11:15:56,CHL039,1
1665813716130,"10/15/2022, 11:15:56",10/15/2022,-2198,11375,-1200,-8496,7352,-14304,11:15:56,CHL039,1
1665813718101,"10/15/2022, 11:15:56",10/15/2022,32767,6329,-1216,-11160,-30672,-30608,11:15:56,CHL039,1
1665813720350,"10/15/2022, 11:15:56",10/15/2022,32767,-29491,-1216,-17836,15804,-32768,11:15:56,CHL039,1
1665813722363,"10/15/2022, 11:15:56",10/15/2022,-7773,31759,-1184,-32768,32767,-32768,11:15:56,CHL039,1
1665813724602,"10/15/2022, 11:15:56",10/15/2022,32767,32767,-1200,8528,12088,1540,11:15:56,CHL039,1
1665813726611,"10/15/2022, 11:15:56",10/15/2022,-8616,-21322,-1216,-17828,7932,-32768,11:15:56,CHL039,1
1665813728761,"10/15/2022, 11:15:56",10/15/2022,3339,-5382,-1184,-13056,5852,-7140,11:15:56,CHL039,1
1665813730923,"10/15/2022, 11:15:56",10/15/2022,32767,30774,-1168,-12860,3636,-32768,11:15:56,CHL039,1
1665813732952,"10/15/2022, 11:15:56",10/15/2022,-21176,-32768,-1184,40,-596,-8396,11:15:56,CHL039,1
1665813735111,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-1168,-1496,31408,-29780,11:15:56,CHL039,1
1665813737141,"10/15/2022, 11:15:56",10/15/2022,32767,32767,-1168,13268,72,-32768,11:15:56,CHL039,1
1665813739192,"10/15/2022, 11:15:56",10/15/2022,3103,-4572,-1184,-1152,880,-17652,11:15:56,CHL039,1
1665813741261,"10/15/2022, 11:15:56",10/15/2022,3486,-399,-1184,-5424,-6416,-13688,11:15:56,CHL039,1
1665813743372,"10/15/2022, 11:15:56",10/15/2022,32767,-5389,-1136,-10304,-7808,-8684,11:15:56,CHL039,1
1665813745445,"10/15/2022, 11:15:56",10/15/2022,-32371,32767,-1136,11104,-1456,-18428,11:15:56,CHL039,1
1665813747466,"10/15/2022, 11:15:56",10/15/2022,-7932,767,-1152,11324,6828,9516,11:15:56,CHL039,1
1665813749579,"10/15/2022, 11:15:56",10/15/2022,-5539,569,-1168,-7684,-5584,-12948,11:15:56,CHL039,1
1665813751651,"10/15/2022, 11:15:56",10/15/2022,-32768,32767,-1168,-8332,2220,704,11:15:56,CHL039,1
1665813753908,"10/15/2022, 11:15:56",10/15/2022,32767,32767,-1152,5860,-3952,-10816,11:15:56,CHL039,1
1665813755902,"10/15/2022, 11:15:56",10/15/2022,234,-4538,-1152,-5084,12060,4316,11:15:56,CHL039,1
1665813757863,"10/15/2022, 11:15:56",10/15/2022,-1507,-276,-1136,-2032,7372,14004,11:15:56,CHL039,1
1665813760201,"10/15/2022, 11:15:56",10/15/2022,-862,-347,-1136,-1088,9192,12896,11:15:56,CHL039,1
1665813762200,"10/15/2022, 11:15:56",10/15/2022,-467,-223,-1136,-980,9336,12620,11:15:56,CHL039,1
1665813764151,"10/15/2022, 11:15:56",10/15/2022,-598,-399,-1120,-1932,9884,12316,11:15:56,CHL039,1
1665813592321,"10/15/2022, 11:15:56",10/15/2022,-541,-479,-1280,-15396,4028,936,11:15:56,CHL037,1
1665813594501,"10/15/2022, 11:15:56",10/15/2022,-630,78,-1280,-15256,3948,556,11:15:56,CHL037,1
1665813596711,"10/15/2022, 11:15:56",10/15/2022,-235,-8,-1296,-15716,3396,812,11:15:56,CHL037,1
1665813598810,"10/15/2022, 11:15:56",10/15/2022,6458,3814,-1280,-15712,4336,1192,11:15:56,CHL037,1
1665813600875,"10/15/2022, 11:15:56",10/15/2022,-47,-4544,-1280,-13036,9524,6524,11:15:56,CHL037,1
1665813602901,"10/15/2022, 11:15:56",10/15/2022,7847,-6623,-1280,-12516,32767,-6576,11:15:56,CHL037,1
1665813604992,"10/15/2022, 11:15:56",10/15/2022,32767,-17367,-1296,-6964,-2024,-8196,11:15:56,CHL037,1
1665813607082,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1264,9072,19588,5464,11:15:56,CHL037,1
1665813609097,"10/15/2022, 11:15:56",10/15/2022,-32768,-24821,-1248,-2560,304,6776,11:15:56,CHL037,1
1665813611091,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1280,10964,20364,-808,11:15:56,CHL037,1
1665813613261,"10/15/2022, 11:15:56",10/15/2022,-32768,-12078,-1264,-18460,-2740,-25688,11:15:56,CHL037,1
1665813615261,"10/15/2022, 11:15:56",10/15/2022,-31068,32767,-1296,1056,1288,5968,11:15:56,CHL037,1
1665813617642,"10/15/2022, 11:15:56",10/15/2022,32767,-30627,-1296,-2052,32767,-4,11:15:56,CHL037,1
1665813619632,"10/15/2022, 11:15:56",10/15/2022,-1703,32767,-1312,-7068,9648,-384,11:15:56,CHL037,1
1665813621713,"10/15/2022, 11:15:56",10/15/2022,-8151,32767,-1264,16288,14808,9632,11:15:56,CHL037,1
1665813623693,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1296,-5752,11956,-2864,11:15:56,CHL037,1
1665813625731,"10/15/2022, 11:15:56",10/15/2022,26527,-29830,-1264,-6636,576,4356,11:15:56,CHL037,1
1665813627921,"10/15/2022, 11:15:56",10/15/2022,23703,-23432,-1296,-22540,20620,-20428,11:15:56,CHL037,1
1665813629933,"10/15/2022, 11:15:56",10/15/2022,20469,-5732,-1312,13372,24700,32767,11:15:56,CHL037,1
1665813632161,"10/15/2022, 11:15:56",10/15/2022,-7067,-32768,-1280,11812,23952,17188,11:15:56,CHL037,1
1665813634132,"10/15/2022, 11:15:56",10/15/2022,-32768,30287,-1264,-5332,-9576,1820,11:15:56,CHL037,1
1665813636182,"10/15/2022, 11:15:56",10/15/2022,32767,23147,-1264,1988,32767,16648,11:15:56,CHL037,1
1665813638233,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1296,5888,16840,3908,11:15:56,CHL037,1
1665813640272,"10/15/2022, 11:15:56",10/15/2022,32767,-32768,-1264,-756,26756,6648,11:15:56,CHL037,1
1665813642766,"10/15/2022, 11:15:56",10/15/2022,-1090,-1074,-1248,-11648,1704,11212,11:15:56,CHL037,1
1665813644781,"10/15/2022, 11:15:56",10/15/2022,195,-750,-1264,-16116,868,2564,11:15:56,CHL037,1
1665813646823,"10/15/2022, 11:15:56",10/15/2022,-444,-303,-1296,-13400,5404,6020,11:15:56,CHL037,1
1665812865013,"10/15/2022, 11:15:56",10/15/2022,-510,-179,-2432,-15396,3368,-1736,11:15:56,CHL027,0
1665812867131,"10/15/2022, 11:15:56",10/15/2022,-476,-263,-2416,-15364,3268,-1692,11:15:56,CHL027,0
1665812869280,"10/15/2022, 11:15:56",10/15/2022,-364,-172,-2384,-15408,3412,-1728,11:15:56,CHL027,0
1665812871221,"10/15/2022, 11:15:56",10/15/2022,-489,-5,-2384,-15528,3412,-1584,11:15:56,CHL027,0
1665812873471,"10/15/2022, 11:15:56",10/15/2022,-729,-376,-2400,-15604,3592,-568,11:15:56,CHL027,0
1665812875460,"10/15/2022, 11:15:56",10/15/2022,-366,-74,-2400,-15524,3540,-320,11:15:56,CHL027,0
1665812877502,"10/15/2022, 11:15:56",10/15/2022,-384,-4339,-2384,-17256,6156,-2672,11:15:56,CHL027,0
1665812879790,"10/15/2022, 11:15:56",10/15/2022,-2647,4292,-2368,-10504,10604,-3436,11:15:56,CHL027,0
1665812881863,"10/15/2022, 11:15:56",10/15/2022,-8220,-6646,-2352,-7956,10812,-2892,11:15:56,CHL027,0
1665812883853,"10/15/2022, 11:15:56",10/15/2022,-8705,-2389,-2352,-15440,8668,-3608,11:15:56,CHL027,0
1665812885897,"10/15/2022, 11:15:56",10/15/2022,-5159,-1417,-2368,-14548,5860,-2244,11:15:56,CHL027,0
1665812888083,"10/15/2022, 11:15:56",10/15/2022,-12295,-10074,-2336,-16024,5596,-96,11:15:56,CHL027,0
1665812890054,"10/15/2022, 11:15:56",10/15/2022,8885,3399,-2336,-10228,12248,-2392,11:15:56,CHL027,0
1665812892357,"10/15/2022, 11:15:56",10/15/2022,889,-428,-2352,-11332,10468,-1704,11:15:56,CHL027,0
1665812894451,"10/15/2022, 11:15:56",10/15/2022,-5351,-3971,-2336,-12612,9760,-4364,11:15:56,CHL027,0
1665812896532,"10/15/2022, 11:15:56",10/15/2022,-1601,-9956,-2336,-15396,11872,-3440,11:15:56,CHL027,0
1665812898711,"10/15/2022, 11:15:56",10/15/2022,-10824,22914,-2304,-10360,6676,1020,11:15:56,CHL027,0
1665812900812,"10/15/2022, 11:15:56",10/15/2022,9574,-15951,-2320,-5132,12908,-1712,11:15:56,CHL027,0
1665812902792,"10/15/2022, 11:15:56",10/15/2022,3553,-11015,-2320,-12692,8652,-1384,11:15:56,CHL027,0
1665812904920,"10/15/2022, 11:15:56",10/15/2022,321,6689,-2288,-9396,12668,-3660,11:15:56,CHL027,0
1665812906902,"10/15/2022, 11:15:56",10/15/2022,5021,-13182,-2272,-11348,10256,-2844,11:15:56,CHL027,0
1665812908982,"10/15/2022, 11:15:56",10/15/2022,6189,3928,-2304,-10020,8076,-3528,11:15:56,CHL027,0
1665812911181,"10/15/2022, 11:15:56",10/15/2022,-1312,12948,-2256,-11748,9384,-6208,11:15:56,CHL027,0
1665812913233,"10/15/2022, 11:15:56",10/15/2022,1278,-6961,-2256,-12316,9136,-2000,11:15:56,CHL027,0
1665812915461,"10/15/2022, 11:15:56",10/15/2022,99,431,-2272,-10192,10696,-2588,11:15:56,CHL027,0
1665812917401,"10/15/2022, 11:15:56",10/15/2022,3217,-1479,-2240,-13492,12112,-3044,11:15:56,CHL027,0
1665812919631,"10/15/2022, 11:15:56",10/15/2022,10227,1090,-2240,-12768,8908,-2400,11:15:56,CHL027,0
1665812921632,"10/15/2022, 11:15:56",10/15/2022,-15109,-11085,-2240,-15120,7240,1464,11:15:56,CHL027,0
1665812923781,"10/15/2022, 11:15:56",10/15/2022,-7918,13001,-2272,-9900,8780,-5996,11:15:56,CHL027,0
1665812925743,"10/15/2022, 11:15:56",10/15/2022,264,572,-2224,-13044,5460,-5548,11:15:56,CHL027,0
1665812927772,"10/15/2022, 11:15:56",10/15/2022,-495,-627,-2256,-14656,3228,-4172,11:15:56,CHL027,0
1665812929821,"10/15/2022, 11:15:56",10/15/2022,-504,-135,-2240,-14900,3004,-3988,11:15:56,CHL027,0
1665812931890,"10/15/2022, 11:15:56",10/15/2022,-387,-45,-2240,-14964,3304,-3980,11:15:56,CHL027,0
1665812933910,"10/15/2022, 11:15:56",10/15/2022,-762,-211,-2240,-14764,3352,-4364,11:15:56,CHL027,0
1665812935972,"10/15/2022, 11:15:56",10/15/2022,-632,-306,-2208,-14904,2700,-4456,11:15:56,CHL027,0
1665812938032,"10/15/2022, 11:15:56",10/15/2022,-534,-433,-2224,-14940,3224,-4260,11:15:56,CHL027,0
1665813380372,"10/15/2022, 11:15:56",10/15/2022,-585,-262,-1472,-14440,2008,6404,11:15:56,CHL034,0
1665813382532,"10/15/2022, 11:15:56",10/15/2022,-355,-168,-1488,-14448,2272,6152,11:15:56,CHL034,0
1665813384582,"10/15/2022, 11:15:56",10/15/2022,-442,-184,-1472,-14244,2000,6676,11:15:56,CHL034,0
1665813386651,"10/15/2022, 11:15:56",10/15/2022,-115,415,-1488,-14336,1684,6820,11:15:56,CHL034,0
1665813389013,"10/15/2022, 11:15:56",10/15/2022,-310,-236,-1424,-14300,2084,6976,11:15:56,CHL034,0
1665813390930,"10/15/2022, 11:15:56",10/15/2022,-478,-427,-1456,-14304,1968,6648,11:15:56,CHL034,0
1665813392981,"10/15/2022, 11:15:56",10/15/2022,1449,-923,-1424,-13352,6684,-796,11:15:56,CHL034,0
1665813395043,"10/15/2022, 11:15:56",10/15/2022,-13324,1105,-1456,-14888,8940,1724,11:15:56,CHL034,0
1665813397262,"10/15/2022, 11:15:56",10/15/2022,-13106,-9074,-1472,-8824,8108,784,11:15:56,CHL034,0
1665813399321,"10/15/2022, 11:15:56",10/15/2022,-18339,-16976,-1488,-8156,8024,-3020,11:15:56,CHL034,0
1665813401533,"10/15/2022, 11:15:56",10/15/2022,-16030,4579,-1456,-11824,9608,68,11:15:56,CHL034,0
1665813403540,"10/15/2022, 11:15:56",10/15/2022,-12185,-5041,-1472,-11588,4588,-2000,11:15:56,CHL034,0
1665813405591,"10/15/2022, 11:15:56",10/15/2022,-15251,-5532,-1424,-10824,9036,-468,11:15:56,CHL034,0
